signo_id ;numero_semana;mensagem
Câncer;25;Canceriane, você daria um bolo de pote e ainda escreveria um bilhete com receita.
Câncer;26;Essa semana: invista em doçura. Literal e metaforicamente.
Câncer;27;Evite presentes prontos demais. Um toque seu sempre melhora.
Câncer;28;Dê algo que diga “você é família”, mesmo que não seja parente.
Câncer;29;Canceriano não entrega presente. Ele faz entrega emocional com laço.
Câncer;30;Essa semana: dê algo que a pessoa vai guardar. E você vai perguntar se ela usou.
Câncer;31;Um porta-retrato, uma carta, um mimo feito à mão: clássico canceriano.
Câncer;32;Essa semana, presentear pode ser terapêutico. Vai fundo.
Câncer;33;Evite presentes que pareçam frios. Canceriano quer calor.
Câncer;34;Dê algo que lembre um momento (mesmo que só você lembre)
Câncer;35;Essa semana, escolha algo que te emocione também.
Câncer;36;Canceriane, às vezes, só um bilhetinho com bombom já basta.
Câncer;37;Dica: presente com significado pessoal vale mais do que parece.
Câncer;38;Seu presente pode não ser caro, mas será lembrado.
Câncer;39;Canceriano dá presente com lembrança, cheiro e coração.
Câncer;40;Essa semana: presente que traga conforto sem explicar nada.
Câncer;41;Dê algo que acolha. Nem que seja uma caneca com frase brega.
Câncer;42;Canceriano entrega presente como quem sela uma promessa de cuidado.
Câncer;43;Dica: presente com significado familiar ou memória sensível.
Câncer;44;Essa semana, um presente que diga “te guardo comigo” já é tudo.
Câncer;45;Canceriane, seu presente é envolto em afeto e talvez papel reciclado.
Câncer;46;Dê algo simbólico. Mesmo que seja só um coração de papel bem dobrado.
Câncer;47;Essa semana: o presente ideal te emociona antes mesmo da entrega.
Câncer;48;Canceriano sente o mundo. Então sinta junto e presenteie com verdade.
Câncer;49;Dê algo que fale de você. Mas também de vocêS.
Câncer;50;Dica: a emoção que você coloca no presente é o melhor laço.
Câncer;51;Canceriane, seu presente é amor com fita. E, às vezes, glitter.
Câncer;52;No fim, o gesto vale mais que o objeto. Mas o seu objeto tem gesto junto.
Leão;1;Seu presente? Claro que vai brilhar. Mas o que importa é que seja inesquecível.
Leão;2;Dê um presente que faça a pessoa se sentir especial. Quase tão especial quanto você.
Leão;3;Essa semana, seu presente pode ter glitter. Até se for um livro.
Leão;4;Você não entrega presente. Você faz um evento. Com direito a close.
Leão;5;Leão não dá qualquer coisa. Dá aquilo que causa reação (e de preferência, elogios).
Leão;6;Presente simples? Só se for sofisticadamente simples.
Leão;7;Essa semana: presente com brilho, presença e talvez um espelho.
Leão;8;Você daria um presente que diz “lembrei de você… e fiz questão de mostrar”.
Leão;9;O laço do presente pode ser um espetáculo à parte.
Leão;10;Dê algo que gere admiração. E talvez uma foto com flash.
Leão;11;Você não escolhe um presente. Você faz uma curadoria real oficial.
Leão;12;Leão presenteia pra ser lembrado. E sempre é.
Leão;13;Essa semana, escolha algo que represente presença. Com estilo, claro.
Leão;14;Você daria um presente e pediria pra registrar a entrega em vídeo. Normal.
Leão;15;Dê algo que a pessoa vai usar… e lembrar que foi você que deu.
Leão;16;Leão não dá lembrancinha. Dá marco histórico.
Leão;17;Essa semana, evite modéstia. Inclusive na escolha do presente.
Leão;18;Seu presente é como você: aparece, impressiona e marca.
Leão;19;Você daria um presente e um discurso. E ambos seriam ótimos.
Leão;20;Presenteie como quem diz: “eu sei que sou incrível — e você merece um pouco disso.”
Leão;21;Dê um presente que arranque um “uau”. Ou um post no story.
Leão;22;Essa semana: vá de algo que tenha brilho ou impacto. Ou os dois.
Leão;23;Seu presente é grandioso até quando é pequeno.
Leão;24;Você entrega o presente como quem sobe num palco. E merece os aplausos.
Leão;25;Dê algo que combine com autoestima elevada. Tipo um espelho dourado.
Leão;26;Leão ama dar presente como quem entrega tesouro.
Leão;27;Essa semana, escolha algo que cause impacto visual e emocional.
Leão;28;Você dá presente como quem diz: “ninguém te dá como eu”. E é verdade.
Leão;29;Leão presenteia com confiança e estilo. Até uma caneta vira item de luxo.
Leão;30;Dica: escolha um presente que você usaria para impressionar alguém.
Leão;31;Você já ensaiou o momento da entrega? Se não, ainda dá tempo.
Leão;32;Essa semana, seu presente precisa ser digno de atenção. E de elogios.
Leão;33;Dê algo que combine com festa, presença e personalidade.
Leão;34;Você dá presente como quem oferece coroa.
Leão;35;Seu presente é tipo holofote: chega primeiro, brilha depois.
Leão;36;Leão ama ser notado. E o presente acompanha essa energia.
Leão;37;Presente simples? Pode ser. Mas tem que parecer digno de passarela.
Leão;38;Essa semana: entregue como quem pisa no tapete vermelho.
Leão;39;Leão não entrega. Leão performa. E o presente é parte do show.
Leão;40;Dê um presente com sua assinatura. Literal ou metaforicamente.
Leão;41;Você pensa em como o presente vai ser lembrado. Leão vive pra causar boas memórias.
Leão;42;Essa semana: vá de algo icônico. Mesmo que seja uma caneca.
Leão;43;Você entrega o presente com postura de quem ensaiou no espelho.
Leão;44;Leão não quer apenas presentear. Quer ser lembrado pela entrega.
Leão;45;Essa semana: presente que cause orgulho. Seu e da pessoa que recebe.
Leão;46;Seu presente é como você: inesquecível e um pouco exagerado (no bom sentido).
Leão;47;Dê algo que diga: “eu brilho, mas hoje é sua vez”.
Leão;48;Essa semana, evite o genérico. Leão exige destaque até no chaveiro.
Leão;49;Dica: o presente precisa ter presença. Como você.
Leão;50;Leão presenteia como quem faz homenagem. E todo mundo aplaude.
Leão;51;Dê algo que diga: “toma aqui um pedaço do meu brilho”.
Leão;52;Essa semana: presente com presença, intenção e impacto.
Virgem;1;Essa semana: presente útil, organizado e com etiqueta. Virgem aprova.
Virgem;2;Dê algo que traga praticidade. Mas com carinho e planilha, se possível.
Virgem;3;Presente ideal: algo funcional e que não gere bagunça.
Virgem;4;Dê algo com instruções claras. A pessoa (e você) vão agradecer.
Virgem;5;Essa semana: evite presentes confusos. Você ama ordem, até no laço.
Virgem;6;Você presentearia com um organizador de cabos e ainda chamaria de revolução.
Virgem;7;Virgem adora detalhes. Então capriche até na dobra do papel.
Virgem;8;Dê algo que resolva um problema. Isso vale mais que mil palavras.
Virgem;9;Essa semana: nada de presentes improvisados. Você já tem uma planilha de ideias.
Virgem;10;Dê um presente com propósito. “Bonitinho” não basta.
Virgem;11;Essa semana, evite exageros. Você prefere acerto limpo a barulho bonito.
Virgem;12;Seu presente tem que ser funcional, lógico e (por que não?) encantador.
Virgem;13;Dê algo bem pensado. De preferência, revisado e testado.
Virgem;14;Evite presentes que geram dúvida. Virgem valoriza clareza.
Virgem;15;Essa semana: um presente com aplicação prática e valor sentimental.
Virgem;16;Dica: presente com utilidade diária te faz brilhar sem chamar atenção.
Virgem;17;Evite dar algo que precise de conserto. Virgem vai consertar, mas vai reclamar.
Virgem;18;Dê algo que te represente: discreto, confiável e eficiente.
Virgem;19;Essa semana: presente que organiza, classifica ou otimiza.
Virgem;20;Dê algo que a pessoa não sabia que precisava, mas agora não vai viver sem.
Virgem;21;Virgem presenteia com sutileza. Mas sempre com profundidade.
Virgem;22;Dica: um planner, uma caixa organizadora ou algo que traga ordem = sucesso.
Virgem;23;Dê algo que demonstre cuidado nos mínimos detalhes.
Virgem;24;Evite presentes vagos. Virgem gosta de significado claro e objetivo.
Virgem;25;Essa semana: presenteie com precisão. Pode ser simples, mas que funcione bem.
Virgem;26;Dê algo que ajude a melhorar a rotina da pessoa. Isso é amor virginiano.
Virgem;27;Seu presente pode vir com manual… que você já leu e corrigiu.
Virgem;28;Essa semana: evite presentes que façam bagunça. Literal ou emocional.
Virgem;29;Dê algo que mostre que você pensou, repensou e ainda ajustou.
Virgem;30;Essa semana, presente sem propósito não entra na sua lista.
Virgem;31;Dê algo que seja útil e que a pessoa nem sabia que queria.
Virgem;32;Evite presentes exagerados. A elegância está nos detalhes bem pensados.
Virgem;33;Dica: algo que resolva uma dor pequena = presente perfeito para Virgem.
Virgem;34;Essa semana: dê algo que organize o caos do dia da pessoa.
Virgem;35;Dê algo que traga paz. Virgem ama funcionalidade com calma.
Virgem;36;Essa semana, invista em algo útil, limpo e com bom acabamento.
Virgem;37;Você pode presentear com um kit de etiquetas e ainda ser fofo.
Virgem;38;Dê algo que facilite a vida. E que tenha manual completo, por favor.
Virgem;39;Dica: menos “surpresa”, mais “organização com toque emocional”.
Virgem;40;Essa semana: presente com lógica, coerência e talvez uma planilha bônus.
Virgem;41;Seu presente pode ser discreto. Mas sempre funcional.
Virgem;42;Evite improvisar. Virgem sente a falta de planejamento de longe.
Virgem;43;Essa semana: presenteie como quem resolveu a vida da pessoa com um item só.
Virgem;44;Dê algo que a pessoa vai agradecer toda vez que usar.
Virgem;45;Virgem presenteia com discrição e profundidade. E sempre funciona.
Virgem;46;Dê algo que ajude. Virgem ama quando o presente tem função real.
Virgem;47;Essa semana: um presente modesto, porém muito bem escolhido.
Virgem;48;Presente ideal: que resolva, que dure e que tenha sido bem analisado.
Virgem;49;Dê algo com planejamento. Mas que também aqueça o coração.
Virgem;50;Essa semana: evite o caos. Seu presente deve organizar, não confundir.
Virgem;51;Virgem entrega cuidado no presente. Mesmo que ele venha com bula.
Virgem;52;Presente perfeito: simples, útil e entregue com amor metódico.
Sagitário;1;Presente? Que comece a aventura de encontrar algo épico (ou pelo menos inusitado).
Sagitário;2;Dê algo que a pessoa possa usar… numa viagem, trilha ou fuga repentina.
Sagitário;3;Essa semana, presenteie com liberdade. Ou com uma mala pequena e um mapa.
Sagitário;4;Sagitariano não dá presente. Dá história. E, às vezes, passaporte.
Sagitário;5;Você não quer só surpreender. Quer levar a pessoa pra outro planeta (ou bairro).
Sagitário;6;Presenteie como quem diz: “você não pediu, mas eu trouxe mesmo assim!”
Sagitário;7;Dica: o presente pode ser exagerado, mas que seja com alma.
Sagitário;8;Essa semana, evite prometer que vai embrulhar. Você sabe que vai esquecer.
Sagitário;9;Seu presente é meio piada interna, meio declaração de amizade eterna.
Sagitário;10;Presente sem emoção não rola. Mas se tiver comédia, melhor ainda.
Sagitário;11;Sagitário presenteia com energia. E às vezes, com taxa de entrega de outro país.
Sagitário;12;Essa semana: dê algo que diga “liberdade”, mesmo que seja uma toalha de piquenique.
Sagitário;13;Você entrega o presente e já pergunta: “vamos usar agora?”
Sagitário;14;Seu presente é aventura em formato de caixinha.
Sagitário;15;Presente de Sagitário tem mapa, coragem e chance de virar história pra contar.
Sagitário;16;Evite presentes sem graça. Você nasceu pra expandir horizontes — não pra economizar afeto.
Sagitário;17;Dê um presente que leve a pessoa pra fora da zona de conforto (com charme).
Sagitário;18;Você não se apega ao embrulho. Mas se ele for engraçado, melhor.
Sagitário;19;Presenteie com risada. E se vier com item real, bônus.
Sagitário;20;Essa semana, o presente ideal tem humor, afeto e espaço pra interpretação.
Sagitário;21;Dica: bilhete com piada + objeto inusitado = receita sagitariana.
Sagitário;22;Dê algo que a pessoa possa usar pra fugir, rir ou filosofar.
Sagitário;23;Sagitário dá presente pensando no futuro. E no agora. E no próximo rolê.
Sagitário;24;Essa semana, presenteie como quem distribui alegria portátil.
Sagitário;25;Você dá presente como quem convida pra uma nova jornada.
Sagitário;26;Dica: presenteie com algo que sirva para mais de uma coisa. Sagitário ama versatilidade.
Sagitário;27;Seu presente tem que ter liberdade embutida. Ou pelo menos rodinhas.
Sagitário;28;Essa semana: algo ousado. Um presente que ninguém esperava.
Sagitário;29;Você daria um presente e um convite pra viagem. Sagitário puro.
Sagitário;30;Evite dar algo sem alma. Sagitário tem radar contra “presente vazio”.
Sagitário;31;Presente seu pode vir com história, piada e chances de virar podcast.
Sagitário;32;Essa semana: dê algo que provoque vontade de sair por aí.
Sagitário;33;Sagitário presenteia como quem joga confete e ideias no ar.
Sagitário;34;Dê algo que funcione pra muitos cenários. Afinal, você nunca para.
Sagitário;35;Seu presente pode vir com um mapa e uma risada.
Sagitário;36;Essa semana: presenteie como quem abre fronteiras.
Sagitário;37;Você entrega presente com aquela energia de “você nem acredita onde achei isso!”
Sagitário;38;Dê algo que cause surpresa, e se possível, uma gargalhada.
Sagitário;39;Sagitariano pode esquecer a data. Mas o presente será inesquecível.
Sagitário;40;Essa semana, escolha algo que inspire movimento. E riso.
Sagitário;41;Você dá presente como quem compartilha liberdade.
Sagitário;42;Dê algo que seja leve, mas marcante. Como você.
Sagitário;43;Seu presente pode ser uma passagem ou uma promessa de diversão.
Sagitário;44;Essa semana: fuja do óbvio. Ou pelo menos corra de presente sem graça.
Sagitário;45;Você entrega o presente como quem lança missão secreta divertida.
Sagitário;46;Dica: presenteie com alegria sincera. Não precisa justificar.
Sagitário;47;Sagitário não dá só objeto. Dá estado de espírito.
Sagitário;48;Essa semana, escolha o presente que ninguém mais teria coragem de dar.
Sagitário;49;Você presentearia com um globo terrestre inflável. E estaria certo.
Sagitário;50;Seu presente é tipo viagem surpresa. Um pouco caótico, mas memorável.
Sagitário;51;Essa semana: presentear é espalhar alegria. Missão aceita.
Sagitário;52;Dê algo que diga: “vai viver algo incrível... e lembra de mim lá.”
Capricórnio;1;Essa semana: presente com propósito. Capricórnio não joga dinheiro fora.
Capricórnio;2;Dê um presente que diga “isso é investimento de valor emocional e prático.”
Capricórnio;3;Seu presente é sólido, útil e entrega resultado.
Capricórnio;4;Caprica presenteia com sabedoria e planilha emocional.
Capricórnio;5;Essa semana: escolha algo durável, funcional e preferencialmente neutro.
Capricórnio;6;Seu presente tem que ser prático. Nada de firulas que só enfeitam.
Capricórnio;7;Dê algo que a pessoa vai realmente usar. Repetidamente. E te agradecer.
Capricórnio;8;Evite presentes com data de validade emocional. Capricórnio quer legado.
Capricórnio;9;Dê um presente que represente constância. Tipo um bom café ou uma ferramenta.
Capricórnio;10;Essa semana, invista em qualidade. Você não é de fazer “lembrancinhas”.
Capricórnio;11;Você entrega presente como quem apresenta uma solução de longo prazo.
Capricórnio;12;Capricórnio gosta de resultado. Até quando é presente.
Capricórnio;13;Dica: presenteie com responsabilidade. Literalmente.
Capricórnio;14;Essa semana: presente útil + neutro = sucesso.
Capricórnio;15;Dê algo que aumente a produtividade da pessoa. Ela vai te amar por isso.
Capricórnio;16;Dê algo de qualidade comprovada. E com garantia.
Capricórnio;17;Essa semana: presenteie com algo clássico, mas com um toque pessoal.
Capricórnio;18;Seu presente pode não ser divertido, mas vai ser indispensável.
Capricórnio;19;Caprica entrega presente como quem oferece alicerce.
Capricórnio;20;Evite presentear só por obrigação. Capricórnio valoriza intenção real.
Capricórnio;21;Essa semana, dê algo que reflita seu cuidado silencioso.
Capricórnio;22;Presenteie com um toque de pragmatismo. E talvez couro legítimo.
Capricórnio;23;Seu presente pode ser discreto, mas é sempre certeiro.
Capricórnio;24;Capricórnio não precisa de presente chamativo, mas sim duradouro.
Capricórnio;25;Essa semana: invista em algo com valor real: emocional e funcional.
Capricórnio;26;Evite o modismo. Seu presente deve resistir ao tempo.
Capricórnio;27;Caprica não erra. E seu presente é calculado pra isso.
Capricórnio;28;Dê algo que você próprio usaria. Seu padrão é alto.
Capricórnio;29;Essa semana, presenteie com algo que traga estabilidade e confiança.
Capricórnio;30;Seu presente é tipo você: firme, eficiente e bem estruturado.
Capricórnio;31;Dê algo que transforme o cotidiano da pessoa. Pra melhor, claro.
Capricórnio;32;Capricórnio gosta de simbolismo realista. Evite “abstratices”.
Capricórnio;33;Dê um presente que dure, e que não seja “da moda”.
Capricórnio;34;Essa semana: presente com propósito bem definido.
Capricórnio;35;Dê algo que contribua com metas. Até as emocionais.
Capricórnio;36;Evite presentinhos impulsivos. Você prefere assertividade.
Capricórnio;37;Presente ideal: algo que você não precisa explicar. Fala por si.
Capricórnio;38;Essa semana, aposte em algo que evolua com o tempo.
Capricórnio;39;Dica: seu presente deve refletir competência e afeto ao mesmo tempo.
Capricórnio;40;Dê algo que fale de compromisso. Mesmo sem palavras.
Capricórnio;41;Essa semana: presente clássico, firme e fiel à sua essência.
Capricórnio;42;Capricórnio não exagera. Mas entrega o que importa.
Capricórnio;43;Dica: um bom livro técnico ou uma ferramenta bem feita é presente ideal.
Capricórnio;44;Seu presente é tipo planejamento estratégico: preciso e eficaz.
Capricórnio;45;Dê algo que mostre sua lealdade sem precisar de grandes gestos.
Capricórnio;46;Essa semana: presente que mostre que você conhece a pessoa profundamente.
Capricórnio;47;Caprica dá presente como quem constrói confiança.
Capricórnio;48;Presente neutro, durável e com propósito: combo perfeito.
Capricórnio;49;Essa semana: dê algo que seja útil todos os dias.
Capricórnio;50;Dê algo que reflita o tempo e esforço que você dedicou ao pensar nele.
Capricórnio;51;Capricórnio presenteia com consistência e discrição.
Capricórnio;52;No fim, você presenteia com estrutura, tempo e intenção. E isso vale ouro.
